"X","Y_true","Y_pred"
"ludheena","லூதியானா","லூதீன"
"sangaththil","சங்கத்தில்","சங்கத்தில்"
"kalyaanap","கல்யாணப்","கல்யாமப்"
"oodagap","ஊடகப்","ஊடகப்"
"avalaip","அவளைப்","அவளைப்"
"ilakka","இலக்க","இலக்க"
"socialisa","சோசலிச","சோசிலாவி"
"engkaethaan","இங்கேதான்","எங்கேதான்"
"paathagaththai","பாதகத்தை","பாதகத்தை"
"moondrilirunthu","மூன்றிலிருந்து","மூன்றிலிருந்து"
"luutiyana","லூதியானா","லூடியன"
"ramayanam","ராமாயணம்","ராமயமம்"
"thapasu","தபசு","தபபு"
"sarbiya","செர்பியா","சர்பிய"
"dhonii","டோனி","தொனி"
"sastree","சாஸ்திரி","சாஸ்டிரி"
"amaiththuth","அமைத்துத்","அமைத்துத்"
"appadatthai","அப்படத்தை","அப்பதைத்தை"
"vooulga","வோல்கா","வோல்க"
"kadumaiyaanadhu","கடுமையானது","கடுமையானது"
"chiirutaip","சீருடைப்","சீருதைப்"
"ottaga","ஒட்டக","ஒட்டக"
"qootch","கட்ச்","கூட்சி"
"aetrtrup","ஏற்றுப்","ஏற்றுப்"
"aatharvaagach","ஆதரவாகச்","ஆதர்சாகச்"
"saanthappaduthum","சாந்தப்படுத்தும்","சாந்தப்படுத்தும்"
"varuvaay","வருவாய்","வருவாய்"
"nannanmy","நன்மை","நன்னனி"
"kaappuk","காப்புக்","காப்புக்"
"indralavilum","இன்றளவிலும்","இன்றலவிலும்"
"nadiyaiyum","நதியையும்","நடியையும்"
"veechith","வீசித்","வீசித்"
"beatles","பீட்டில்ஸ்","பெட்லிஸ்"
"mahaveerar","மகாவீரர்","மகாவிரர்"
"kalvikkaaga","கல்விக்காக","கல்விக்காக"
"reeshi","ரிஷி","ரேசி"
"oppantha","ஒப்பந்த","ஒப்பந்த"
"aarae","ஆறே","ஆரா"
"yeluthiyullathu","எழுதியுள்ளது","எழுதியுள்ளது"
"kitakkirathu","கிடக்கிறது","கிடக்கிறது"
"adhigappadiyaaga","அதிகப்படியாக","அதிகப்படியாக"
"chankankalukku","சங்கங்களுக்கு","சங்கங்களுக்கு"
"kofi","கோபி","கோபி"
"micqee","மிக்கி","மிக்கி"
"innooyai","இந்நோயை","இந்நோயை"
"titaniam","டைட்டானியம்","திட்டன்"
"kolgiraargal","கொள்கிறார்கள்","கொள்கிறார்கள்"
"vaelaigalai","வேலைகளை","வேளைகளை"
"karloo","கார்லோ","கர்லோ"
"saathaaranamaana","சாதாரணமான","சாதாரமான"
"piratheasa","மத்தியப்","பிரதேச"
"poattiyaalar","போட்டியாளர்","போட்டியாளர்"
"gopi","கோபி","கோபி"
"kootpaadukalum","கோட்பாடுகளும்","கூட்பாடுகளும்"
"nayaththoadu","நயத்தோடு","நாயத்தோடு"
"thunpuruththal","துன்புறுத்தல்","துன்புருத்தல்"
"maasgoavin","மாஸ்கோவின்","மாஸ்கோவின்"
"yavarukkum","எவருக்கும்","யவருக்கும்"
"panigazhai","பணிகளை","பணிகளை"
"cakti","ஓம்","சாக்டி"
"raench","ரேஞ்ச்","ரான்ஸ்"
"nuraiyeeral","நுரையீரல்","நுறையேரல்"
"aadupavar","ஆடுபவர்","ஆடுபவர்"
"saerkkaiyin","சேர்க்கையின்","சேர்க்கையின்"
"moorthiyaaga","மூர்த்தியாக","மூர்தியாக"
"naveen","நவீன்","நவேன்"
"seibavar","செய்பவர்","செய்பவர்"
"ithazhaaka","இதழாக","இதாகாக"
"kaalanikalai","காலணிகளை","காலனிகளை"
"ulaippukku","உழைப்பு","உழைப்புக்கு"
"kuutavum","கூட்டவும்","கூடவும்"
"therkilirunthu","தெற்கிலிருந்து","தெற்கிலிருந்து"
"zett","ஜெட்","ஜெட்ட்"
"kanara","கனரா","கனரா"
"mugaitheen","முகைதீன்","முகைதேன்"
"kaaranamaakach","காரணமாகச்","காரணமாகவ்"
"thanthiraththai","தந்திரத்தை","தந்திரத்தை"
"ainn","ஆன்","அன்"
"tira","திற","திரா"
"virathangkal","விரதங்கள்","விரதங்கள்"
"chutalaimaatan","சுடலைமாடன்","சுடலைமைமன்"
"vilaiyaattaagavum","விளையாட்டாகவும்","விளையாட்டாகவும்"
"nathi","ஜீவ","நாதி"
"aprill","ஏப்ரல்","ஆப்ரில்"
"currendar","சரணடைய","கர்த்தின்டர்"
"koodum","இருக்கக்","கூடும்"
"amerikkarkalukku","அமெரிக்கர்களுக்கு","அமெரிக்கைகளுக்கு"
"thambathikal","தம்பதிகள்","தம்பதிகள்"
"kaangiraar","காண்கிறார்","காங்கிறார்"
"chuvarin","சுவரின்","சுவரின்"
"panpaadum","பண்பாடும்","பண்பாடும்"
"thaangakkoodiya","தாங்கக்கூடிய","தாங்கக்கூடிய"
"thamizhakaththaych","தமிழகத்தைச்","தமிழகத்தாச்"
"kaartikeeyan","கார்த்திகேயன்","கார்டிகியன்"
"sandhiya","சந்தியா","சந்திய"
"geet","கீதை","கீட்"
"veetrtrirukkum","வீற்றிருக்கும்","வீற்றிருக்கும்"
"nigazhththappadum","நிகழ்த்தப்படும்","நிகழ்த்தப்படும்"
"sadhi","சதி","சத்தி"
"payaniththu","பயணித்து","பயனித்து"
"ampalavaanar","அம்பலவாணர்","அம்பவவானர்"
"vasiththanar","வசித்தனர்","வசித்தனர்"
"center","சென்டர்","சென்டர்"
"maruththuvamanaigalum","மருத்துவமனைகளும்","மருத்துவனைகளுமும்"
"mikkavai","மிக்கவை","மிக்கவை"
"paavangkal","பாவங்கள்","பாவங்கள்"
"sivanin","சிவனின்","சிவனின்"
"veesith","வீசித்","வீசித்"
"chudalai","சுடலை","சுடலை"
"serkkaikal","சேர்க்கைகள்","சேர்க்கைகள்"
"kedum","கெடும்","கெடும்"
"darvyn","டார்வின்","டார்வின்"
"alavukatandhtha","அளவுகடந்த","அளவுகதுத"
"paal","பாழ்","பால்"
"vidayaththai","விடயத்தை","விடைத்தை"
"thambathi","தம்பதி","தம்பதி"
"samapangku","சமபங்கு","சமபப்கு"
"vaelaikalai","வேலைகளை","வேளைகளை"
"intralavum","இன்றளவும்","இன்றலவும்"
"kaargal","கார்கள்","கார்கள்"
"seiyul","செய்யுள்","செய்யூல்"
"vaaganam","வாகனம்","வாகமம்"
"thokaiye","தொகையே","தொக்கையே"
"seiyappattaar","செய்யப்பட்டார்","செய்யப்பட்டார்"
"idaththila","இடத்தில","இடத்தில"
"kollavum","கொள்ளவும்","கொள்ளவும்"
"tharuginraar","தருகின்றார்","தருகின்றார்"
"pirithanar","பிரித்தனர்","பிரித்தனர்"
"uyirinam","உயிரினம்","உயிரினம்"
"kaavalthuraik","காவல்துறைக்","காவல்துறைக்"
"thirumulukku","திருமுழுக்கு","திருமுலுக்கு"
"naagareeganggalil","நாகரீகங்களில்","நாகரிகங்களில்"
"piranthavai","பிறந்தவை","பிறந்தவை"
"ierppu","ஈர்ப்பு","ஏற்புப்"
"tamilagap","தமிழகப்","தமிழககப்"
"nikazhvum","நிகழ்வும்","நிகழ்வும்"
"puthumai","புதுமை","புதுமை"
"padikal","படிகள்","படிகள்"
"padaitthalapathi","படைத்தளபதி","படைத்தபப்தி"
"uric","யூரிக்","உரிக்"
"zapan","ஜப்பான்","ஜப்பன்"
"padigal","படிகள்","படிகள்"
"vilaiyaadudhal","விளையாடுதல்","விளையாடுதல்"
"evarumae","எவருமே","இவருமே"
"anima","ஆன்மா","அணிம"
"thanthiranggal","தந்திரங்கள்","தந்திரங்கள்"
"america","அமெரிக்கா","அமெரிக்கா"
"bhaavangal","பாவங்கள்","பாவங்கள்"
"now","நவ","நோ"
"card","சிம்","கார்"
"makeesh","மகேஷ்","மகேஷ்"
"thadaykalay","தடைகளை","தடைகளை"
"kuutapata","கூட்டப்பட்ட","கூடப்பட்ட"
"kizhaar","கிழார்","கிழார்"
"form","ஃபார்ம்","போரும்"
"turboo","டர்போ","டுப்போ"
"sandhya","சந்தியா","சந்தியா"
"pudhuvaiyai","புதுவையை","புதுவையை"
"tholvikup","தோல்விக்குப்","தொல்விக்குப்"
"boogie","போகி","பூக்கி"
"poandra","போன்ற","போன்ற"
"daglas","டக்ளஸ்","டாக்லஸ்"
"vaazhvilirunththu","வாழ்விலிருந்து","வாழ்விலிருந்து"
"ippadai","இப்படை","இப்படை"
"nuzhaindha","நுழைந்த","நுழைந்த"
"senchi","செஞ்சி","சென்சி"
"poluthum","பொழுதும்","பொழுதும்"
"darvin","டார்வின்","டார்வின்"
"chims","சிம்ஸ்","சிம்ஸ்"
"dun","டூன்","டும்"
"kontirukka","கொண்டிருக்க","கொண்டிருக்க"
"valakkugalil","வழக்குகளில்","வழக்குகளில்"
"mugaththuvaaraththil","முகத்துவாரத்தில்","முகத்துவாரத்தில்"
"anubama","அனுபமா","அனுபமா"
"kearan","கிரண்","கீரன்"
"himachala","இமாச்சல","ஹிமாசா"
"sambirathaayamaana","சம்பிரதாயமான","சம்பிரத்தானமான"
"uppukalum","உப்புகளும்","உப்புகளும்"
"goold","கோல்ட்","கோல்ட்"
"noyinai","நோயினை","நோயினை"
"muyanraar","முயன்றார்","முயன்றார்"
"micqey","மிக்கி","மிக்கி"
"weiil","வீல்","வெயில்"
"koolin","கோளின்","கோலின்"
"sukku","சுக்கு","சுக்கு"
"suurrendar","சரணடைய","சுர்ர்ன்னர்"
"kelwinn","கெல்வின்","கெள்வின்"
"kaaranamaagap","காரணமாகப்","காரணமாகப்"
"ramachandran","ராமச்சந்திரன்","ராமச்சின்டன்"
"thangiyullathu","தங்கியுள்ளது","தங்கியுள்ளது"
"sarvur","சர்வர்","சார்வர்"
"vaendum","கிடைக்க","வேண்டும்"
"mudindhdhathu","முடிந்தது","முடிந்தது"
"valakkugalum","வழக்குகளும்","வழக்குகளும்"
"thulaiyil","துளையில்","துலையில்"
"uppum","உப்பும்","உப்பும்"
"devaalayam","தேவாலயம்","தேவாலயம்"
"kidaikkadhadhaal","கிடைக்காததால்","கிடைக்கதாதல்"
"livarpool","லிவர்பூல்","லிப்பார்"
"seithathin","செய்ததின்","செய்ததின்"
"aangalum","ஆண்களும்","ஆங்களும்"
"kolladhu","கொள்ளாது","கொள்ளது"
"maenilai","மேனிலை","மேநிலை"
"udagaththil","ஊடகத்தில்","உடகத்தில்"
"parathesi","பரதேசி","பரதேசி"
"paaii","பை","பாய்"
"biitles","பீட்டில்ஸ்","பிட்டிஸ்"
"amerikkaavil","அமெரிக்காவில்","அமெரிக்காயில்"
"vaanggappattu","வாங்கப்பட்டு","வாங்கப்பட்டு"
"seethakkadhi","சீதக்காதி","சீதக்கதி"
"sarbia","செர்பியா","சர்பிய"
"aayvukkaana","ஆய்வுக்கான","ஆய்வுக்கான"
"kalakattaththilum","காலகட்டத்திலும்","கலகட்டிரும்"
"inniruvanangal","இந்நிறுவனங்கள்","இந்நிரவில்சல்கள்"
"valangkunar","வழங்குநர்","வழங்குளர்"
"maliq","மாலிக்","மாலிக்"
"sundari","சுந்தரி","சுந்தரி"
"vaethipporutkal","வேதிப்பொருட்கள்","வேதிப்பொருகள்"
"koottaga","கூட்டாக","கூட்டாக"
"paakupaadu","பாகுபாடு","பாகுபாடு"
"maruththuvamanai","மருத்துவமனை","மருத்துவனமை"
"paii","பை","பாய்"
"thamakena","தமக்கென","தமக்கேன"
"nilainiruththum","நிலைநிறுத்தும்","நிலைநிருந்தும்"
"goolly","கோலி","கோல்லி"
"varadhan","வரதன்","வரதன்"
"sivanukku","சிவனுக்கு","சிவனுக்கு"
"visaarikka","வழக்கு","விசாரிக்க"
"aaakspoard","ஆக்ஸ்போர்ட்","ஆக்ச்பூர்ட்"
"thodarbukku","தொடர்புக்கு","தொடர்புக்கு"
"kaidhigal","கைதிகள்","கைதிகள்"
"nessan","நிசான்","நெச்சன்"
"cheyalmuraikal","செயல்முறைகள்","செயலும்றைகள்"
"choluku","சொல்லுக்கு","சொலுகு"
"kaaranamaagattan","காரணமாகத்தான்","காரமமாகினம்"
"yeluthiyulla","எழுதியுள்ள","எழுதியுள்ள"
"aaivukkaana","ஆய்வுக்கான","ஆய்வுக்கான"
"nigalththappadum","நிகழ்த்தப்படும்","நிகழ்த்தப்படும்"
"sankamum","சங்கமும்","சங்கமும்"
"pathulaiyil","பதுளையில்","பதுமையில்"
"poayinar","போயினர்","போயினர்"
"kiriththavargalin","கிறித்தவர்களின்","கிரித்தவர்களின்"
"resii","ரிஷி","ரேசி"
"bie","பை","பிய்"
"villaikal","வில்லைகள்","வில்லைகள்"
"letchumi","லெட்சுமி","லெட்சுமி"
"nanmaigalaip","நன்மைகளைப்","நன்மைகளைப்"
"punaindhu","புனைந்து","புணைந்து"
"vakuththal","வகுத்தல்","வகுத்தல்"
"moondre","மூன்றே","மூன்றி"
"seyarpadugalaik","செயற்பாடுகளைக்","செயற்படுகளைக்"
"moraakkoa","மொராக்கோ","மோராக்கோ"
"maelavaiyil","மேலவையில்","மேலவையில்"
"aagust","ஆகஸ்ட்","ஆக்க்ட்"
"beybale","பாபேல்","பெய்பலி"
"praamanarkalum","பிராமணர்களும்","பிராமன்றளைக்கும்"
"keenl","கேனல்","கீன்"
"siridhum","சிறிதும்","சிறிதும்"
"odici","ஒடிசி","ஓடிக்"
"nigalthagavu","நிகழ்தகவு","நிகழ்தகக்"
"polutu","படிக்கும்","பொலுடு"
"chen","செயின்","சென்"
"manadhil","அடி","மனதில்"
"indrith","இன்றித்","இன்றித்"
"aagividum","ஆகிவிடும்","ஆகிவிடும்"
"aelakiri","ஏலகிரி","ஏலகிரி"
"chamakaala","சமகால","சமககா"
"companygal","கம்பெனிகள்","கம்பமில்கள்"
"anuraathapuram","அனுராதபுரம்","அனுராரப்புடம்"
"kannoottatthil","கண்ணோட்டத்தில்","கண்ணோட்டத்தில்"
"aayvukkatturai","ஆய்வுக்கட்டுரை","ஆய்வுக்கட்டுடை"
"uanvugalaiyum","உணவுகளையும்","உண்வுகளையும்"
"risarv","ரிசர்வ்","ரிசார்ஸ்"
"koottaththai","கூட்டத்தை","கூட்டத்தை"
"americavukku","அமெரிக்காவுக்கு","அமெரிக்கவுக்கு"
"kandarindha","கண்டறிந்த","கண்டரித்த"
"kuuttam","கூட்டம்","கூட்டம்"
"dhadchinamoorthi","தட்சிணாமூர்த்தி","தார்சிமான்தித்"
"sybe","சைப்","சிப்"
"poruppaettrathu","பொறுப்பேற்றது","பொறுப்பேற்றது"
"nirvagikkum","நிர்வகிக்கும்","நிர்வகிக்கும்"
"kooliyat","கோலியாத்","கூளியத்"
"viil","வீல்","வில்"
"makammathu","முகம்மது","மகன்மது"
"purindhum","புரிந்தும்","புரிந்தும்"
"piraemaa","பிரேமா","பிராமா"
"ram","ராமா","ராம்"
"eynid","எனிட்","எனித்"
"saalukkiyar","சாளுக்கியர்","சாலுக்கியார்"
"sanggangkal","சங்கங்கள்","சங்கங்கள்"
"patiyil","படியில்","படியில்"
"pireem","பிரேம்","பிரிம்"
"theepangkal","தீபங்கள்","தீபங்கள்"
"sutrtrivara","சுற்றிவர","சுற்றிவர"
"chenchi","செஞ்சி","சென்சி"
"seithamaiaal","செய்தமையால்","செய்தமாயவ்"
"thanithanmaiyana","தனித்தன்மையான","தனிதன்மையான"
"africavukku","ஆப்பிரிக்காவுக்கு","ஆப்ரிக்கிசாக்கு"
"oodagaththai","ஊடகத்தை","ஊடகத்தை"
"engkoa","எங்கோ","எங்கோ"
"appagudhi","அப்பகுதி","அப்பகுதி"
"watham","வதம்","வதம்"
"jappaar","ஜப்பார்","ஜப்பார்"
"cool","கூல்","கோல்"
"poarththukkeyar","போர்த்துக்கேயர்","போர்த்துக்கீர்"
"siirutaip","சீருடைப்","சீருதைப்"
"quuantuumm","குவாண்டம்","குண்டும்"
"premm","பிரேம்","பிராம்"
"neeyae","நீயே","நீயா"
"seyarpaadugalukku","செயற்பாடுகளுக்கு","செயற்பாடுகளுக்கு"
"thandanaiyilirunthu","தண்டனையிலிருந்து","தண்டனையிலிருந்து"
"kelviin","கெல்வின்","கெள்வியன்"
"roaga","சர்வ","ரோகா"
"kutayyil","குடையில்","குடையில்"
"pankuthaararkalaaka","பங்குதாரர்களாக","பங்குதாரர்களாக"
"sivaprakasa","சிவப்பிரகாச","சிவப்பர்தாக"
"thaniththani","தனித்தனி","தனித்தனி"
"vaelaiyil","வேலையில்","வேளையில்"
"seyarpaadugalaik","செயற்பாடுகளைக்","செயற்பாடுகளைக்"
"aatrtralulla","ஆற்றலுள்ள","ஆற்றலுள்ள"
"poonaiyin","பூனையின்","பூணையின்"
"wedic","வேதக்","வெட்டிக்"
"amsamaana","அம்சமான","அம்சமான"
"thadaiyum","தடையும்","தடையும்"
"thuvangavillai","துவங்கவில்லை","துவங்கவில்லை"
"sanththam","சாந்தம்","சந்தம்"
"nulainththa","நுழைந்த","நுழைந்த"
"porundhdhavillai","பொருந்தவில்லை","பொருந்தவில்லை"
"tooni","டோனி","டோனி"
"theviyar","தேவியர்","தேவியர்"
"kulatthu","குளத்து","குழத்து"
"maattruvadhai","மாற்றுவதை","மாற்றுவதை"
"aerpaduvathudan","ஏற்படுவதுடன்","ஏற்படுவத்தன்"
"cheyalpaduvathu","செயல்படுவது","செயல்படுவது"
"vanigarkalin","வணிகர்களின்","வணிகர்களின்"
"utpuramaaha","உட்புறமாக","உட்புரமாக"
"uudaka","ஊடக","ஊடக"
"sims","சிம்ஸ்","சிம்ஸ்"
"isaikkaruvigalai","இசைக்கருவிகளை","இசைக்கிற்கிகளை"
"aathmaavin","ஆத்மாவின்","ஆத்தாவின்"
"sastrrii","சாஸ்திரி","சாஸ்டிரி"
"qalvin","கெல்வின்","கல்வின்"
"paduththiyulladhu","படுத்தியுள்ளது","படுத்தியுள்ளது"
"qutch","கட்ச்","குட்சி"
"nulainththanar","நுழைந்தனர்","நுழைந்தனர்"
"thiruvaadaanai","திருவாடானை","திருவாடானை"
"lachith","லசித்","லசித்"
"makaesan","மகேசன்","மகேசன்"
"saavithri","சாவித்ரி","சாவித்தி"
"wladymyr","விளாடிமிர்","இலர்டியர்"
"boat","போட்","போட்"
"matrtravargalaiyum","மற்றவர்களையும்","மற்றவர்களையும்"
"appenkal","அப்பெண்கள்","அப்பெங்கள்"
"payilvaan","பயில்வான்","பயிலான்"
"udpuramaaka","உட்புறமாக","உட்புரமாக"
"kandarindhdha","கண்டறிந்த","கண்டறித்த"
"iththiraippadaththin","இத்திரைப்படத்தின்","இத்திரைப்பதைத்தின்"
"paaloottikal","பாலூட்டிகள்","பாலோட்டிகள்"
"kandarindhdhadhu","கண்டறிந்தது","கண்டறித்துத்"
"paanam","பானம்","பாணம்"
"niyamikka","நியமிக்க","நியமிக்க"
"thaengaip","தேங்காய்ப்","தேங்கைப்"
"padaithan","படைத்தான்","படைத்தன்"
"tevid","டேவிட்","டேவிட்"
"vadikal","வடிகால்","வடிகள்"
"avathaarangkal","அவதாரங்கள்","அவதாரங்கள்"
"dheepak","தீபக்","தீபாக்"
"decsaas","டெக்சாஸ்","டெஸ்காஸ்"
"araikooval","அறைகூவல்","அறைகோவல்"
"dharmapuri","தர்மபுரி","தர்மபுரி"
"aerpadaamal","ஏற்படாமல்","ஏற்படாமல்"
"keezhiranki","கீழிறங்கி","கீழிரங்கி"
"koodukalil","கூடுகளில்","கூடுகளில்"
"pudhumai","புதுமை","புதுமை"
"sangiliyaal","சங்கிலியால்","சங்கிலியால்"
"hairis","ஹாரிஸ்","ஹேரிஸ்"
"paniyaanathu","பணியானது","பணியானது"
"cankankalai","சங்கங்களை","சங்கங்களை"
"puviyeerppu","புவியீர்ப்பு","புவிடிய்ப்பு"
"nigalvai","நிகழ்வை","நிகழ்வை"
"ipraakim","இப்ராகிம்","இப்ராகிம்"
"laksmee","லட்சுமி","லாக்சி"
"arakka","அரக்க","அறக்க"
"noolakaththil","நூலகத்தில்","நூலகத்தில்"
"jennar","ஜென்னர்","ஜென்னர்"
"indiavirkul","இந்தியாவிற்குள்","இந்தியாவிக்குள்"
"pallum","பல்லும்","பல்லம்"
"anuraathapuraththil","அனுராதபுரத்தில்","அனுரராதப்பிரில்"
"thiranankalaiyum","திறன்களையும்","திறனங்களையும்"
"aththiyaayangkal","அத்தியாயங்கள்","அத்தியாயல்கள்"
"puduchcheari","புதுச்சேரி","புட்டுச்சி"
"keat","கீட்ஸ்","கீட்"
"vaasippathu","வாசிப்பது","வாசிப்பது"
"pulambi","புலம்பி","புலம்பி"
"padappidippugal","படப்பிடிப்புகள்","படப்பிடிப்புகள்"
"soathikkum","சோதிக்கும்","சோதிக்கும்"
"munmaadhiri","முன்மாதிரி","முன்மாதிரி"
"kambaramayanaththil","கம்பராமாயணத்தில்","கம்பரமாதத்தில்"
"pirivinarae","பிரிவினரே","பிரிவினாலி"
"nookkip","நோக்கிப்","நோக்கிப்"
"nulainthana","நுழைந்தன","நுழைந்தன"
"aathmaa","ஆத்மா","ஆத்மா"
"becqy","பெக்கி","பெக்கி"
"roovar","ரோவர்","ரோவர்"
"kidaikkaadhadhaal","கிடைக்காததால்","கிடைக்கத்தாலல்"
"saranadainthaar","சரணடைந்தார்","சரணடைத்தார்"
"anbai","அன்பை","அன்பை"
"scotlaanththin","ஸ்காட்லாந்தின்","சுகோல்டாந்தின்"
"noolagangal","நூலகங்கள்","நூலகங்கள்"
"bhageerathan","பகீரதன்","பகிரத்தான்"
"panpaadugazhin","பண்பாடுகளின்","பண்பாடுகளின்"
"koluppil","கொழுப்பில்","கொழுப்பில்"
"sakkaranggalai","சக்கரங்களை","சக்ககங்களை"
"vladimir","விளாடிமிர்","ஸ்லானியிர்"
"viliyam","வில்லியம்","விலியம்"
"seiyyappattadhum","செய்யப்பட்டதும்","செய்யப்பட்டதும்"
"thoontriya","தோன்றிய","தோன்றிய"
"thaniththaniyaagap","தனித்தனியாகப்","தனித்தமியாகப்"
"shiiv","சிவ","சி"
"baaru","பாரு","பாரு"
"yoakaththin","யோகத்தின்","யோகத்தின்"
"satis","சதீஷ்","சாட்ஸ்"
"aappirikkaavai","ஆப்பிரிக்காவை","ஆப்பிரிக்கவே"
"kuvinthu","குவிந்து","குவிந்து"
"nikazhvaip","நிகழ்வைப்","நிகழ்வைப்"
"sinthiththal","சிந்தித்தல்","சிந்தித்தல்"
"kadamboor","கடம்பூர்","கடம்பூர்"
"karachii","கராச்சி","கராச்சி"
"appakuthi","அப்பகுதி","அப்பகுதி"
"podhumai","பொதுமை","பொதுமை"
"kaalamee","காலமே","காலமி"
"kalyanam","கல்யாணம்","கலியமம்"
"panguthaarargalin","பங்குதாரர்களின்","பங்குதார்களிலின்"
"enra","இனம்","என்ற"
"imily","எமிலி","இமிலி"
"sathya","சத்யா","சத்ய"
"jen","ஜேன்","ஜென்"
"cankar","பிரபு","கங்கர்"
"jallian","ஜாலியன்","ஜால்லியன்"
"kaivasam","கைவசம்","கைவாசம்"
"kaidhikalukku","கைதிகளுக்கு","கைதிகளுக்கு"
"dawid","டேவிட்","டேவிட்"
"devalayam","தேவாலயம்","தேவலாயம்"
"anbaip","அன்பைப்","அன்பைப்"
"kiyoopaavil","கியூபாவில்","கியோபாவில்"
"veil","வீல்","விய்"
"thittamidal","திட்டமிடல்","திட்டமினர்"
"thaangkal","தாங்கல்","தாங்கள்"
"vigaaraigal","விகாரைகள்","விகாரைகள்"
"kootpaadu","கோட்பாடு","கூட்பாடு"
"baiylvaan","பயில்வான்","பயிலான்"
"kuzhukkal","குழுக்கள்","குழுக்கள்"
"magilchchiyum","மகிழ்ச்சியும்","மகிழ்ச்சியும்"
"kaapaatrik","காப்பாற்றிக்","காப்பாற்றிக்"
"mikey","மிக்கி","மிக்கி"
"noa","நவ","நோ"
"lakshmi","லெட்சுமி","லாக்சி"
"kayittrinaal","கயிற்றினால்","கயிற்றினால்"
"edhikkavum","எதிர்க்கவும்","எதிக்கவும்"
"thangkiya","தங்கிய","தங்கிய"
"puridhal","புரிதல்","புரிதல்"
"seiyyappattapothu","செய்யப்பட்டபோது","செய்யப்பட்டப்படு"
"etrtrup","ஏற்றுப்","ஏற்றுப்"
"valakkup","வழக்குப்","வழக்குப்"
"aththiyaayangalil","அத்தியாயங்களில்","அத்தியாலைகளில்"
"mudindhdhaalum","முடிந்தாலும்","முடிந்தாலும்"
"maeniyai","மேனியை","மேனியை"
"majhaa","மகா","மழா"
"ulagaip","உலகைப்","உலகைப்"
"totarpukalil","தொடர்புகளில்","தொடர்புகளில்"
"kirand","கிராண்ட்","கிரான்ட்"
"veettirguch","வீட்டிற்குச்","வீட்டிர்க்சிக்"
"pataitthu","படைத்து","படைத்து"
"ivaa","இவா","இவா"
"mudiyudai","முடியுடை","முடியுடை"
"vaazhvilirundthu","வாழ்விலிருந்து","வாழ்விலிருந்து"
"neeraith","நீரைத்","நீரைத்"
"simmon","சிம்மன்","சிம்மான்"
"karuthukkal","கருத்துக்கள்","கருதுக்கள்"
"purinthum","புரிந்தும்","புரிந்தும்"
"amerika","அமெரிக்கா","அமெரிக"
"pilai","பிழை","பிலை"
"aththiyaayangkalai","அத்தியாயங்களை","அத்தியாயல்களை"
"yaaritamum","யாரிடமும்","யாரிடமும்"
"thengaip","தேங்காய்ப்","தெங்கைப்"
"nigazhvugalaip","நிகழ்வுகளைப்","நிகழ்வுகளைப்"
"mikei","மிக்கி","மிக்கி"
"booroon","போரான்","பூரோன்"
"jed","ஜெட்","ஜெட்"
"thirumangkai","திருமங்கை","திருமங்கை"
"aalayaththirku","ஆலயத்திற்கு","ஆலையத்திற்கு"
"zenn","ஜென்","ஜென்"
"poakkuvaraththil","போக்குவரத்தில்","போக்குவதற்தில்"
"qofi","கோபி","கோபி"
"yoasanaigal","யோசனைகள்","யோசனைகள்"
"kaanbiththathu","காண்பித்தது","காண்பித்தது"
"sattaiyil","சட்டையில்","சட்டையில்"
"poagumboadhu","போகும்போது","போகும்போது"
"siitu","சிட்டு","சிது"
"vavuniya","வவுனியா","வவுனிய"
"seibavarkal","செய்பவர்கள்","செய்பவர்கள்"
"neeroattangkal","நீரோட்டங்கள்","நீரோட்டங்கள்"
"kuraindhdhavai","குறைந்தவை","குறைந்தவை"
"cakkaratthaip","சக்கரத்தைப்","சக்கரத்திப்"
"americaavai","அமெரிக்காவை","அமெரிக்காயை"
"ennikkai","எண்ணிக்கை","எண்ணிக்கை"
"sengkutthaana","செங்குத்தான","செங்குத்தான"
"padimatthin","படிமத்தின்","படிமத்தின்"
"neeroa","நீரோ","நீரோ"
"naveenam","நவீனம்","நவினம்"
"surender","சரணடைய","சுர்ன்டிர்"
"aattralil","ஆற்றலில்","ஆற்றலில்"
"sattaiyin","சட்டையின்","சட்டையின்"
"edhirkkavillai","எதிர்க்கவில்லை","எதிர்க்கவில்லை"
"narambugal","நரம்புகள்","நரம்புகள்"
"aanda","ஆண்ட","ஆண்ட"
"durkkai","துர்க்கை","துருக்கை"
"aana","ஆன்","ஆண"
"waters","வாட்டர்ஸ்","வாட்டிஸ்"
"visaeshamaana","விசேஷமான","விசசாமான"
"kidaikkaadhu","கிடைக்காது","கிடைக்காது"
"cheythavarukku","செய்தவருக்கு","செய்தவர்குக்கு"
"tamilagatthai","தமிழகத்தை","தமிழகத்தை"
"appaatal","அப்பாடல்","அப்பாடல்"
"muththa","முத்த","முத்த"
"utpuramaaga","உட்புறமாக","உட்புரமாக"
"abudhabiyil","அபுதாபியில்","அப்பதிபில்"
"vadikkappatta","வடிக்கப்பட்ட","வடிக்கப்பட்ட"
"thadaiyai","தடையை","தடையை"
"vaangum","வாங்கும்","வாங்கும்"
"mathippaaka","மதிப்பாக","மதிப்பாக"
"sambradhayamaana","சம்பிரதாயமான","சம்பராதாமனா"
"pulampi","புலம்பி","புலம்பி"
"thokaiyaik","தொகையைக்","தொகையைக்"
"poola","போலா","போலா"
