"X","Y_true","Y_pred"
"thoamas","தோமஸ்","தோமம்"
"ipporutkal","இப்பொருட்கள்","இப்பெருக்கள்"
"pirkaalaththu","பிற்காலத்து","பிண்காளத்து"
"vaakanamaka","வாகனமாக","வாகராக"
"marainr","மரைனர்","மனைன்"
"thala","தள","தமா"
"kurudhik","குருதிக்","குறுத்திக்"
"narambukalai","நரம்புகளை","நரம்புகளை"
"paek","பேக்","பேக்"
"kutch","கட்ச்","குட்சி"
"thalainagaram","தலைநகரம்","தலைநகரம்"
"thandhiraththai","தந்திரத்தை","தந்திரத்தை"
"ethirkka","எதிர்க்க","எதிர்க்க"
"yaenai","ஏனை","ஏறை"
"parppavar","வேலைப்","பண்பவர்"
"adigalum","அடிகளும்","அடிகளும்"
"sqotch","ஸ்காட்ச்","ஸ்கேட்சி"
"saadhaaranamaana","சாதாரணமான","சாதாரமான"
"pankuthaararkal","பங்குதாரர்கள்","பங்குதாரங்கள்"
"anubavikka","அனுபவிக்க","அருபவிக்க"
"serbiya","செர்பியா","சென்பிய"
"nissann","நிசான்","ரிஸ்கர்"
"japanin","ஜப்பானின்","மபரின்"
"shastrree","சாஸ்திரி","சாஸ்ரோ"
"gardan","கார்டன்","கண்டன்"
"raiylhal","ரயில்கள்","நயிலல்"
"kayitrtrin","கயிற்றின்","கயிற்றின்"
"ayil","ஆயில்","ஐயில்"
"serkkaiaal","சேர்க்கையால்","செர்க்காலால்"
"beeris","பீரிஸ்","பீரில்"
"koopaiyai","கோப்பையை","கோபையை"
"kofee","கோபி","கோபி"
"taitanium","டைட்டானியம்","டிட்டாரியம்"
"uruvappadaththai","உருவப்படத்தை","உருவம்பட்டத்தை"
"nunmai","நுண்மை","நுர்மை"
"wiliyam","வில்லியம்","விலியம்"
"kadavulkalin","கடவுள்களின்","கடவுவுகளின்"
"ulladakkamum","உள்ளடக்கமும்","உள்ளடக்களும்"
"ludheena","லூதியானா","முதோர"
"sangaththil","சங்கத்தில்","சங்கத்தில்"
"kalyaanap","கல்யாணப்","கலியாகப்"
"oodagap","ஊடகப்","ஈடகப்"
"avalaip","அவளைப்","அவளைப்"
"ilakka","இலக்க","இலக்க"
"socialisa","சோசலிச","செசியாலியா"
"engkaethaan","இங்கேதான்","எங்கோதான்"
"paathagaththai","பாதகத்தை","பாதகத்தை"
"moondrilirunthu","மூன்றிலிருந்து","மூன்றிலிருந்து"
"luutiyana","லூதியானா","மூடியான"
"ramayanam","ராமாயணம்","நலாயரம்"
"thapasu","தபசு","தபால்"
"sarbiya","செர்பியா","சர்பிய"
"dhonii","டோனி","தெனி"
"sastree","சாஸ்திரி","சாஸ்டோ"
"amaiththuth","அமைத்துத்","அமைத்துத்"
"appadatthai","அப்படத்தை","அப்படுத்தை"
"vooulga","வோல்கா","வீல்க"
"kadumaiyaanadhu","கடுமையானது","கடுமையானது"
"chiirutaip","சீருடைப்","சிறுடைப்"
"ottaga","ஒட்டக","ஓட்டாக"
"qootch","கட்ச்","கோட்டி"
"aetrtrup","ஏற்றுப்","ஏற்றுப்"
"aatharvaagach","ஆதரவாகச்","ஆதர்வாகச்"
"saanthappaduthum","சாந்தப்படுத்தும்","சாந்தப்படுத்தும்"
"varuvaay","வருவாய்","வருவாய்"
"nannanmy","நன்மை","நன்னர்சி"
"kaappuk","காப்புக்","காப்புக்"
"indralavilum","இன்றளவிலும்","இன்றவவிலும்"
"nadiyaiyum","நதியையும்","நடியையும்"
"veechith","வீசித்","வீசித்"
"beatles","பீட்டில்ஸ்","போட்டால்"
"mahaveerar","மகாவீரர்","மகாவோரன்"
"kalvikkaaga","கல்விக்காக","கல்விக்காக"
"reeshi","ரிஷி","ரூசி"
"oppantha","ஒப்பந்த","ஒப்பற்ற"
"aarae","ஆறே","ஆரா"
"yeluthiyullathu","எழுதியுள்ளது","எழுதியுள்ளது"
"kitakkirathu","கிடக்கிறது","கிடக்கினது"
"adhigappadiyaaga","அதிகப்படியாக","அதிகப்படியாக"
"chankankalukku","சங்கங்களுக்கு","சங்கங்களுக்கு"
"kofi","கோபி","கோபி"
"micqee","மிக்கி","மிக்கோ"
"innooyai","இந்நோயை","இந்நோயை"
"titaniam","டைட்டானியம்","திடரியம்"
"kolgiraargal","கொள்கிறார்கள்","கொள்கிறார்கள்"
"vaelaigalai","வேலைகளை","வேளைகளை"
"karloo","கார்லோ","காஞ்சி"
"saathaaranamaana","சாதாரணமான","சாதாரமான"
"piratheasa","மத்தியப்","பிரதேச"
"poattiyaalar","போட்டியாளர்","போட்டியாளர்"
"gopi","கோபி","கோபி"
"kootpaadukalum","கோட்பாடுகளும்","கோட்பாடுகளும்"
"nayaththoadu","நயத்தோடு","நயத்தோடு"
"thunpuruththal","துன்புறுத்தல்","துண்புறுத்தல்"
"maasgoavin","மாஸ்கோவின்","மாக்கோவின்"
"yavarukkum","எவருக்கும்","எவருக்கும்"
"panigazhai","பணிகளை","பணிகளை"
"cakti","ஓம்","சக்தி"
"raench","ரேஞ்ச்","நேர்ச்"
"nuraiyeeral","நுரையீரல்","நுறையோரம்"
"aadupavar","ஆடுபவர்","ஆடுபவர்"
"saerkkaiyin","சேர்க்கையின்","சேர்க்கையின்"
"moorthiyaaga","மூர்த்தியாக","மீந்தியாக"
"naveen","நவீன்","நவீர்"
"seibavar","செய்பவர்","செய்பவர்"
"ithazhaaka","இதழாக","இதலாக"
"kaalanikalai","காலணிகளை","காலரிகளை"
"ulaippukku","உழைப்பு","உலைப்புக்கு"
"kuutavum","கூட்டவும்","கூட்டமும்"
"therkilirunthu","தெற்கிலிருந்து","தெங்கிலிருந்து"
"zett","ஜெட்","லாட்ட்"
"kanara","கனரா","கரரா"
"mugaitheen","முகைதீன்","முகைத்தூர்"
"kaaranamaakach","காரணமாகச்","காரணமாகச்"
"thanthiraththai","தந்திரத்தை","தந்திரத்தை"
"ainn","ஆன்","ஐன்"
"tira","திற","திரா"
"virathangkal","விரதங்கள்","விரதங்கள்"
"chutalaimaatan","சுடலைமாடன்","சுடமைலானர்"
"vilaiyaattaagavum","விளையாட்டாகவும்","விளையாட்டாகவும்"
"nathi","ஜீவ","நாதி"
"aprill","ஏப்ரல்","ஆப்ரிலில்"
"currendar","சரணடைய","சுற்றென்றன்"
"koodum","இருக்கக்","கோடும்"
"amerikkarkalukku","அமெரிக்கர்களுக்கு","அமெரிக்கங்களுக்கு"
"thambathikal","தம்பதிகள்","தம்பதிகள்"
"kaangiraar","காண்கிறார்","காங்கினார்"
"chuvarin","சுவரின்","சுவரின்"
"panpaadum","பண்பாடும்","பண்பாடும்"
"thaangakkoodiya","தாங்கக்கூடிய","தாங்கக்கூடிய"
"thamizhakaththaych","தமிழகத்தைச்","தமிழரத்தைச்"
"kaartikeeyan","கார்த்திகேயன்","காண்டிக்கியன்"
"sandhiya","சந்தியா","சந்திய"
"geet","கீதை","கோட்"
"veetrtrirukkum","வீற்றிருக்கும்","வீற்றிருக்கும்"
"nigazhththappadum","நிகழ்த்தப்படும்","நிகழ்த்தப்படும்"
"sadhi","சதி","சத்தி"
"payaniththu","பயணித்து","பயனித்து"
"ampalavaanar","அம்பலவாணர்","அம்பலாளரர்"
"vasiththanar","வசித்தனர்","வசித்தனர்"
"center","சென்டர்","சார்ட்டர்"
"maruththuvamanaigalum","மருத்துவமனைகளும்","மருத்துவராகவும்"
"mikkavai","மிக்கவை","மிக்கவை"
"paavangkal","பாவங்கள்","பாவங்கள்"
"sivanin","சிவனின்","சிவானின்"
"veesith","வீசித்","வீசிட்"
"chudalai","சுடலை","சுடலை"
"serkkaikal","சேர்க்கைகள்","செர்க்கைகள்"
"kedum","கெடும்","கொடும்"
"darvyn","டார்வின்","டார்வின்"
"alavukatandhtha","அளவுகடந்த","அளவுகத்தான"
"paal","பாழ்","பால்"
"vidayaththai","விடயத்தை","விடையத்தை"
"thambathi","தம்பதி","தம்பத்தி"
"samapangku","சமபங்கு","சமப்பங்கு"
"vaelaikalai","வேலைகளை","வேளைகளை"
"intralavum","இன்றளவும்","இன்றவவும்"
"kaargal","கார்கள்","காங்கள்"
"seiyul","செய்யுள்","செய்யும்"
"vaaganam","வாகனம்","வாகரம்"
"thokaiye","தொகையே","தெகையோ"
"seiyappattaar","செய்யப்பட்டார்","செய்யப்பட்டார்"
"idaththila","இடத்தில","இடத்தில"
"kollavum","கொள்ளவும்","கொள்ளவும்"
"tharuginraar","தருகின்றார்","தருகின்றார்"
"pirithanar","பிரித்தனர்","பிரிதனர்"
"uyirinam","உயிரினம்","உயிரினம்"
"kaavalthuraik","காவல்துறைக்","காவல்துறைக்"
"thirumulukku","திருமுழுக்கு","திருமுமுக்கு"
"naagareeganggalil","நாகரீகங்களில்","நாகரிகங்களில்"
"piranthavai","பிறந்தவை","பிரந்தவை"
"ierppu","ஈர்ப்பு","ஏற்பு"
"tamilagap","தமிழகப்","தமிழகாப்"
"nikazhvum","நிகழ்வும்","நிகழ்வும்"
"puthumai","புதுமை","புதுமை"
"padikal","படிகள்","படிகள்"
"padaitthalapathi","படைத்தளபதி","படைத்தப்படித்தி"
"uric","யூரிக்","உரில்"
"zapan","ஜப்பான்","மாபர்"
"padigal","படிகள்","படிகள்"
"vilaiyaadudhal","விளையாடுதல்","விளையாடுதல்"
"evarumae","எவருமே","இவருமே"
"anima","ஆன்மா","அரிமா"
"thanthiranggal","தந்திரங்கள்","தந்திரங்கள்"
"america","அமெரிக்கா","அமெரிகா"
"bhaavangal","பாவங்கள்","பாவங்கள்"
"now","நவ","ராவ்"
"card","சிம்","சார்ட்"
"makeesh","மகேஷ்","மகோஷ்"
"thadaykalay","தடைகளை","தடைகளை"
"kuutapata","கூட்டப்பட்ட","கூடப்பட்ட"
"kizhaar","கிழார்","கிலான்"
"form","ஃபார்ம்","பெர்ட்"
"turboo","டர்போ","துருப்"
"sandhya","சந்தியா","சந்திய"
"pudhuvaiyai","புதுவையை","புதுவையை"
"tholvikup","தோல்விக்குப்","தெல்விக்குப்"
"boogie","போகி","போக்கி"
"poandra","போன்ற","போன்ற"
"daglas","டக்ளஸ்","டக்கல்"
"vaazhvilirunththu","வாழ்விலிருந்து","வாழ்விலிருந்து"
"ippadai","இப்படை","இப்படை"
"nuzhaindha","நுழைந்த","நுழைந்த"
"senchi","செஞ்சி","செர்சி"
"poluthum","பொழுதும்","பொலுதும்"
"darvin","டார்வின்","டார்வின்"
"chims","சிம்ஸ்","சில்"
"dun","டூன்","டின்"
"kontirukka","கொண்டிருக்க","கொண்டிருக்க"
"valakkugalil","வழக்குகளில்","வழக்குகளில்"
"mugaththuvaaraththil","முகத்துவாரத்தில்","முகருவத்தானில்"
"anubama","அனுபமா","அனுபம"
"kearan","கிரண்","கோரன்"
"himachala","இமாச்சல","இலாசம"
"sambirathaayamaana","சம்பிரதாயமான","சம்பிரத்தரானான"
"uppukalum","உப்புகளும்","உப்புகளும்"
"goold","கோல்ட்","கோட்ட்"
"noyinai","நோயினை","நோயிரை"
"muyanraar","முயன்றார்","முயர்நான்"
"micqey","மிக்கி","மிக்கி"
"weiil","வீல்","வெய்"
"koolin","கோளின்","கோலின்"
"sukku","சுக்கு","சுக்கு"
"suurrendar","சரணடைய","சுர்ந்தார்டர்"
"kelwinn","கெல்வின்","கால்வின்"
"kaaranamaagap","காரணமாகப்","காரணமாகப்"
"ramachandran","ராமச்சந்திரன்","ராசச்சன்றன்"
"thangiyullathu","தங்கியுள்ளது","தங்கியுள்ளது"
"sarvur","சர்வர்","சார்வூன்"
"vaendum","கிடைக்க","வேண்டும்"
"mudindhdhathu","முடிந்தது","முடிந்தது"
"valakkugalum","வழக்குகளும்","வழக்குகளும்"
"thulaiyil","துளையில்","துளையில்"
"uppum","உப்பும்","உப்பும்"
"devaalayam","தேவாலயம்","தேவாளவம்"
"kidaikkadhadhaal","கிடைக்காததால்","கிடைக்கதாதால்"
"livarpool","லிவர்பூல்","மியம்போல்"
"seithathin","செய்ததின்","செய்தத்தின்"
"aangalum","ஆண்களும்","ஆங்களும்"
"kolladhu","கொள்ளாது","கொள்ளது"
"maenilai","மேனிலை","மேரிமை"
"udagaththil","ஊடகத்தில்","உடகத்தில்"
"parathesi","பரதேசி","பரதோசி"
"paaii","பை","பாயி"
"biitles","பீட்டில்ஸ்","பிட்டாஸ்"
"amerikkaavil","அமெரிக்காவில்","அமெரிக்காவில்"
"vaanggappattu","வாங்கப்பட்டு","வாங்கப்பட்டு"
"seethakkadhi","சீதக்காதி","சீதக்கத்தி"
"sarbia","செர்பியா","சார்பியா"
"aayvukkaana","ஆய்வுக்கான","ஆய்வுக்கான"
"kalakattaththilum","காலகட்டத்திலும்","கலகட்டத்திலும்"
"inniruvanangal","இந்நிறுவனங்கள்","இன்நிருவர்கள்"
"valangkunar","வழங்குநர்","வழங்குரர்"
"maliq","மாலிக்","மலிக்"
"sundari","சுந்தரி","சுண்டரி"
"vaethipporutkal","வேதிப்பொருட்கள்","வேதிப்பெருக்கள்"
"koottaga","கூட்டாக","கோட்டாக"
"paakupaadu","பாகுபாடு","பாகுபாடு"
"maruththuvamanai","மருத்துவமனை","மருத்துவரானை"
"paii","பை","பாய்"
"thamakena","தமக்கென","தலக்கான"
"nilainiruththum","நிலைநிறுத்தும்","நிலைநிலுத்தும்"
"goolly","கோலி","கோல்லி"
"varadhan","வரதன்","வரத்தார்"
"sivanukku","சிவனுக்கு","சிவருக்கு"
"visaarikka","வழக்கு","விசாரிக்க"
"aaakspoard","ஆக்ஸ்போர்ட்","ஆகுப்போர்ட்"
"thodarbukku","தொடர்புக்கு","தொடர்புக்கு"
"kaidhigal","கைதிகள்","கைதிகள்"
"nessan","நிசான்","ராச்சன்"
"cheyalmuraikal","செயல்முறைகள்","செயல்முறைகள்"
"choluku","சொல்லுக்கு","செலுக்கு"
"kaaranamaagattan","காரணமாகத்தான்","காரணமாகன்"
"yeluthiyulla","எழுதியுள்ள","எழுதியுள்ள"
"aaivukkaana","ஆய்வுக்கான","ஆய்வுக்கான"
"nigalththappadum","நிகழ்த்தப்படும்","நிகழ்த்தப்படும்"
"sankamum","சங்கமும்","சங்களும்"
"pathulaiyil","பதுளையில்","பதுமையில்"
"poayinar","போயினர்","போயினர்"
"kiriththavargalin","கிறித்தவர்களின்","கிறித்தவர்களின்"
"resii","ரிஷி","ரோசி"
"bie","பை","பி"
"villaikal","வில்லைகள்","வில்லைகள்"
"letchumi","லெட்சுமி","மெட்சுமி"
"nanmaigalaip","நன்மைகளைப்","நண்மைகளைப்"
"punaindhu","புனைந்து","புரைந்து"
"vakuththal","வகுத்தல்","வகுத்தல்"
"moondre","மூன்றே","மோன்றி"
"seyarpadugalaik","செயற்பாடுகளைக்","செயற்படுகளைக்"
"moraakkoa","மொராக்கோ","மோராக்கோ"
"maelavaiyil","மேலவையில்","மேலவையில்"
"aagust","ஆகஸ்ட்","ஆக்ஸ்ட்"
"beybale","பாபேல்","பிபால்"
"praamanarkalum","பிராமணர்களும்","பிராமரங்களும்"
"keenl","கேனல்","கோரு"
"siridhum","சிறிதும்","சிறித்தும்"
"odici","ஒடிசி","எத்தில்"
"nigalthagavu","நிகழ்தகவு","நிகழ்ததால்"
"polutu","படிக்கும்","பால்டு"
"chen","செயின்","சேன்"
"manadhil","அடி","மரத்தில்"
"indrith","இன்றித்","இன்றித்"
"aagividum","ஆகிவிடும்","ஆகிவிடும்"
"aelakiri","ஏலகிரி","ஏலகினி"
"chamakaala","சமகால","சமகால"
"companygal","கம்பெனிகள்","சொம்பரிகள்"
"anuraathapuram","அனுராதபுரம்","அருமாத்தபுமம்"
"kannoottatthil","கண்ணோட்டத்தில்","கண்ணெட்டத்தில்"
"aayvukkatturai","ஆய்வுக்கட்டுரை","ஆய்வுக்கடுட்டை"
"uanvugalaiyum","உணவுகளையும்","மணிவுகளையும்"
"risarv","ரிசர்வ்","ரிசானி"
"koottaththai","கூட்டத்தை","கூட்டத்தை"
"americavukku","அமெரிக்காவுக்கு","அமெரிக்கலாக்கு"
"kandarindha","கண்டறிந்த","கண்டனிந்த"
"kuuttam","கூட்டம்","கூட்டம்"
"dhadchinamoorthi","தட்சிணாமூர்த்தி","தட்சிலர்நிட்டி"
"sybe","சைப்","சிப்"
"poruppaettrathu","பொறுப்பேற்றது","பெறுப்பேற்றது"
"nirvagikkum","நிர்வகிக்கும்","நிற்வகிக்கும்"
"kooliyat","கோலியாத்","கோலியம்"
"viil","வீல்","வில்"
"makammathu","முகம்மது","மகளுது"
"purindhum","புரிந்தும்","புரிந்தும்"
"piraemaa","பிரேமா","பிரேமா"
"ram","ராமா","ராம்"
"eynid","எனிட்","ஹிரிஸ்"
"saalukkiyar","சாளுக்கியர்","சாமுக்கியன்"
"sanggangkal","சங்கங்கள்","சங்கங்கள்"
"patiyil","படியில்","படியில்"
"pireem","பிரேம்","பிரோல்"
"theepangkal","தீபங்கள்","தீபர்கள்"
"sutrtrivara","சுற்றிவர","சுற்றியர"
"chenchi","செஞ்சி","சேர்சி"
"seithamaiaal","செய்தமையால்","செய்தலாயால்"
"thanithanmaiyana","தனித்தன்மையான","தனிதரியான"
"africavukku","ஆப்பிரிக்காவுக்கு","ஆப்கிலிலாக்கு"
"oodagaththai","ஊடகத்தை","ஈடகத்தை"
"engkoa","எங்கோ","எங்கோ"
"appagudhi","அப்பகுதி","அப்பகுதி"
"watham","வதம்","வதம்"
"jappaar","ஜப்பார்","மப்பான்"
"cool","கூல்","சோம்"
"poarththukkeyar","போர்த்துக்கேயர்","போர்த்துக்கியர்"
"siirutaip","சீருடைப்","சிறுடைப்"
"quuantuumm","குவாண்டம்","குளந்துள்ளு"
"premm","பிரேம்","பிரால்"
"neeyae","நீயே","ரோயா"
"seyarpaadugalukku","செயற்பாடுகளுக்கு","செயற்பாடுகளுக்கு"
"thandanaiyilirunthu","தண்டனையிலிருந்து","தண்டனையிலிருந்து"
"kelviin","கெல்வின்","கால்வின்"
"roaga","சர்வ","ரோக"
"kutayyil","குடையில்","குடையில்"
"pankuthaararkalaaka","பங்குதாரர்களாக","பங்குறாரங்களாக"
"sivaprakasa","சிவப்பிரகாச","சிவப்பராக"
"thaniththani","தனித்தனி","தனித்தனி"
"vaelaiyil","வேலையில்","வேளையில்"
"seyarpaadugalaik","செயற்பாடுகளைக்","செயற்பாடுகளைக்"
"aatrtralulla","ஆற்றலுள்ள","ஆற்றலுள்ள"
"poonaiyin","பூனையின்","பூரையின்"
"wedic","வேதக்","வெட்டில்"
"amsamaana","அம்சமான","அல்லமான"
"thadaiyum","தடையும்","தடையும்"
"thuvangavillai","துவங்கவில்லை","துவங்கவில்லை"
"sanththam","சாந்தம்","சந்தல்"
"nulainththa","நுழைந்த","நுழைந்த"
"porundhdhavillai","பொருந்தவில்லை","பொருந்தவில்லை"
"tooni","டோனி","தீரி"
"theviyar","தேவியர்","தேவியன்"
"kulatthu","குளத்து","குலத்து"
"maattruvadhai","மாற்றுவதை","மாற்றுவதை"
"aerpaduvathudan","ஏற்படுவதுடன்","ஏற்படுவதுடன்"
"cheyalpaduvathu","செயல்படுவது","செயல்படுவது"
"vanigarkalin","வணிகர்களின்","வணிகங்களின்"
"utpuramaaha","உட்புறமாக","உட்புரமால"
"uudaka","ஊடக","ஊடாக"
"sims","சிம்ஸ்","சில்"
"isaikkaruvigalai","இசைக்கருவிகளை","இசைக்கங்கிலிகை"
"aathmaavin","ஆத்மாவின்","ஆத்வாவின்"
"sastrrii","சாஸ்திரி","சாற்றி"
"qalvin","கெல்வின்","கல்வின்"
"paduththiyulladhu","படுத்தியுள்ளது","படுத்தியுள்ளது"
"qutch","கட்ச்","குட்சி"
"nulainththanar","நுழைந்தனர்","நுழைந்தனர்"
"thiruvaadaanai","திருவாடானை","திருவாடானை"
"lachith","லசித்","மசித்"
"makaesan","மகேசன்","மகாசர்"
"saavithri","சாவித்ரி","சாவித்திரி"
"wladymyr","விளாடிமிர்","இலாடிவின்"
"boat","போட்","பாட்"
"matrtravargalaiyum","மற்றவர்களையும்","மற்றவர்களையும்"
"appenkal","அப்பெண்கள்","அப்பெர்கள்"
"payilvaan","பயில்வான்","பயில்வார்"
"udpuramaaka","உட்புறமாக","உட்புரமாக"
"kandarindhdha","கண்டறிந்த","கண்டனித்த"
"iththiraippadaththin","இத்திரைப்படத்தின்","இத்திரைப்படைத்தின்"
"paaloottikal","பாலூட்டிகள்","பாலிட்டிகள்"
"kandarindhdhadhu","கண்டறிந்தது","கண்டனித்தது"
"paanam","பானம்","பாரம்"
"niyamikka","நியமிக்க","நியமிக்க"
"thaengaip","தேங்காய்ப்","தேர்கைப்"
"padaithan","படைத்தான்","படைத்தார்"
"tevid","டேவிட்","டெவிட்"
"vadikal","வடிகால்","வடிகள்"
"avathaarangkal","அவதாரங்கள்","அவதாரங்கள்"
"dheepak","தீபக்","தீபாக்"
"decsaas","டெக்சாஸ்","டெஸ்காஸ்"
"araikooval","அறைகூவல்","அரைகோவல்"
"dharmapuri","தர்மபுரி","தர்மப்பூரி"
"aerpadaamal","ஏற்படாமல்","ஏற்படமாம்"
"keezhiranki","கீழிறங்கி","கூழினங்கி"
"koodukalil","கூடுகளில்","கூடுகளில்"
"pudhumai","புதுமை","புதுமை"
"sangiliyaal","சங்கிலியால்","சங்கிலியால்"
"hairis","ஹாரிஸ்","ஹென்யி"
"paniyaanathu","பணியானது","பணியானது"
"cankankalai","சங்கங்களை","சங்கங்களை"
"puviyeerppu","புவியீர்ப்பு","புவியிர்ப்பு"
"nigalvai","நிகழ்வை","நிகழ்வை"
"ipraakim","இப்ராகிம்","இப்காகில்"
"laksmee","லட்சுமி","ஜாக்சி"
"arakka","அரக்க","அரக்க"
"noolakaththil","நூலகத்தில்","நீலகத்தில்"
"jennar","ஜென்னர்","மென்னன்"
"indiavirkul","இந்தியாவிற்குள்","இந்தியாவிக்கும்"
"pallum","பல்லும்","பல்லும்"
"anuraathapuraththil","அனுராதபுரத்தில்","அருமாதுதத்திலில்"
"thiranankalaiyum","திறன்களையும்","திரணங்களையும்"
"aththiyaayangkal","அத்தியாயங்கள்","அத்தியாளர்கள்"
"puduchcheari","புதுச்சேரி","புடுசூரி"
"keat","கீட்ஸ்","கோட்"
"vaasippathu","வாசிப்பது","வாசிப்பது"
"pulambi","புலம்பி","புலம்பி"
"padappidippugal","படப்பிடிப்புகள்","படப்பிடிக்குகள்"
"soathikkum","சோதிக்கும்","சோதிக்கும்"
"munmaadhiri","முன்மாதிரி","முன்மாதினி"
"kambaramayanaththil","கம்பராமாயணத்தில்","கம்பரமாவத்தில்"
"pirivinarae","பிரிவினரே","பிரிவினரா"
"nookkip","நோக்கிப்","நீக்கிப்"
"nulainthana","நுழைந்தன","நுவைந்தன"
"aathmaa","ஆத்மா","ஆத்சா"
"becqy","பெக்கி","பாக்கி"
"roovar","ரோவர்","நீவன்"
"kidaikkaadhadhaal","கிடைக்காததால்","கிடைக்காததால்"
"saranadainthaar","சரணடைந்தார்","சரரடைந்தார்"
"anbai","அன்பை","அன்பை"
"scotlaanththin","ஸ்காட்லாந்தின்","ஸ்காட்டான்றின்"
"noolagangal","நூலகங்கள்","நீலகங்கள்"
"bhageerathan","பகீரதன்","பககோதன்"
"panpaadugazhin","பண்பாடுகளின்","பண்பாடுகளின்"
"koluppil","கொழுப்பில்","கொழுப்பில்"
"sakkaranggalai","சக்கரங்களை","சக்கரங்களை"
"vladimir","விளாடிமிர்","இலாடிவின்"
"viliyam","வில்லியம்","விலியம்"
"seiyyappattadhum","செய்யப்பட்டதும்","செய்யப்பட்டதும்"
"thoontriya","தோன்றிய","தோன்றிய"
"thaniththaniyaagap","தனித்தனியாகப்","தரித்தரியாகப்"
"shiiv","சிவ","சியி"
"baaru","பாரு","பாரு"
"yoakaththin","யோகத்தின்","யாகத்தின்"
"satis","சதீஷ்","சட்டில்"
"aappirikkaavai","ஆப்பிரிக்காவை","ஆப்பிரிக்காவை"
"kuvinthu","குவிந்து","குவிந்து"
"nikazhvaip","நிகழ்வைப்","நிகழ்வைப்"
"sinthiththal","சிந்தித்தல்","சிந்தித்தல்"
"kadamboor","கடம்பூர்","கடம்பூர்"
"karachii","கராச்சி","கரசி"
"appakuthi","அப்பகுதி","அப்பகுதி"
"podhumai","பொதுமை","பொதுமை"
"kaalamee","காலமே","காலமே"
"kalyanam","கல்யாணம்","கலியரம்"
"panguthaarargalin","பங்குதாரர்களின்","பங்குதாரங்களின்"
"enra","இனம்","என்ன"
"imily","எமிலி","இலிலி"
"sathya","சத்யா","சத்தியா"
"jen","ஜேன்","ஜென்"
"cankar","பிரபு","சங்கர்"
"jallian","ஜாலியன்","மல்லியன்"
"kaivasam","கைவசம்","கைவமம்"
"kaidhikalukku","கைதிகளுக்கு","கைதிகளுக்கு"
"dawid","டேவிட்","டவித்"
"devalayam","தேவாலயம்","தேவலால்"
"anbaip","அன்பைப்","அன்பைப்"
"kiyoopaavil","கியூபாவில்","கியோபாவில்"
"veil","வீல்","விய்"
"thittamidal","திட்டமிடல்","திட்டமிடம்"
"thaangkal","தாங்கல்","தாங்கள்"
"vigaaraigal","விகாரைகள்","விகாரைகள்"
"kootpaadu","கோட்பாடு","கோட்பாட்டு"
"baiylvaan","பயில்வான்","பயில்வார்"
"kuzhukkal","குழுக்கள்","குழுக்கள்"
"magilchchiyum","மகிழ்ச்சியும்","மகிழ்ச்சியும்"
"kaapaatrik","காப்பாற்றிக்","காப்பாட்டிக்"
"mikey","மிக்கி","மிக்கி"
"noa","நவ","ரா"
"lakshmi","லெட்சுமி","மக்ச்சி"
"kayittrinaal","கயிற்றினால்","கயிற்றினால்"
"edhikkavum","எதிர்க்கவும்","எதிக்களும்"
"thangkiya","தங்கிய","தங்கிய"
"puridhal","புரிதல்","புரிதல்"
"seiyyappattapothu","செய்யப்பட்டபோது","செய்யப்பட்டும்பது"
"etrtrup","ஏற்றுப்","ஒற்றுப்"
"valakkup","வழக்குப்","வழக்குப்"
"aththiyaayangalil","அத்தியாயங்களில்","அத்தியாவர்களில்"
"mudindhdhaalum","முடிந்தாலும்","முடிந்தாலும்"
"maeniyai","மேனியை","மேனியை"
"majhaa","மகா","மழா"
"ulagaip","உலகைப்","உலகைப்"
"totarpukalil","தொடர்புகளில்","தொடர்புகளில்"
"kirand","கிராண்ட்","கிராண்ட்"
"veettirguch","வீட்டிற்குச்","வீட்டிக்குச்"
"pataitthu","படைத்து","படைத்து"
"ivaa","இவா","இவா"
"mudiyudai","முடியுடை","முடிவுடை"
"vaazhvilirundthu","வாழ்விலிருந்து","வாழ்விலிருந்து"
"neeraith","நீரைத்","நீரைத்"
"simmon","சிம்மன்","சில்மர்"
"karuthukkal","கருத்துக்கள்","கருத்துகள்"
"purinthum","புரிந்தும்","புரிந்தும்"
"amerika","அமெரிக்கா","அமெரிக்க"
"pilai","பிழை","பிள்ளை"
"aththiyaayangkalai","அத்தியாயங்களை","அத்தியாவர்களை"
"yaaritamum","யாரிடமும்","யாரிடலும்"
"thengaip","தேங்காய்ப்","தெங்கைப்"
"nigazhvugalaip","நிகழ்வுகளைப்","நிகழ்வுகளைப்"
"mikei","மிக்கி","மிக்கி"
"booroon","போரான்","பீரின்"
"jed","ஜெட்","ஜெட்"
"thirumangkai","திருமங்கை","திருமங்கை"
"aalayaththirku","ஆலயத்திற்கு","ஆலைத்திற்கு"
"zenn","ஜென்","ஜேன்"
"poakkuvaraththil","போக்குவரத்தில்","போக்குவதாத்தில்"
"qofi","கோபி","கோபி"
"yoasanaigal","யோசனைகள்","யோசனைகள்"
"kaanbiththathu","காண்பித்தது","காற்பித்தது"
"sattaiyil","சட்டையில்","சட்டையில்"
"poagumboadhu","போகும்போது","போகும்போது"
"siitu","சிட்டு","சிட்டு"
"vavuniya","வவுனியா","வலுரிய"
"seibavarkal","செய்பவர்கள்","செய்பவர்கள்"
